Text,Label
"ভিডিওর মান ভালো না হওয়ায় ফোনটি বিক্রি করে দিলাম ","negative"
"বিজ্ঞাপনে দেখে ভাবলাম মনিটরটি বড় হবে আমার কাজের জন্যও যথেষ্ট হবে,কিন্তু কেনার পরে দেখি পুরো উল্টো।  মনিটরটি অতটা বড়ও নয়","negative"
"ক্যামেরা,ডিসপ্লে এবং মেমোরি স্টোরেজ সব মিলিয়ে স্যামসাং মোবাইল সবার সেরা","positive"
"উন্নত মানের প্রযুক্তি ব্যবহার হওয়ায় বাজারের অন্যন্য মোবাইলের তুলনায় এটা অনেক এগিয়ে গিয়েছে ","positive"
"প্রায়ই মোবাইল ফোন হ্যাক হয়ে যায় আর  গুরুত্বপূর্ণ সব তথ্য হারিয়ে যায়।  তাই এসব বিষয় মাথায় রেখে অত্যাধুনিক নিরাপত্তা নিয়ে বাজারে এলো গুগল ফোন ","positive"
"যারা একটু আধুনিক হতে চান, ডিসপ্লের উপর ফিঙ্গারপ্রিন্ট চান; তারা নির্দ্বিধায় এই মোবাইটি দেখতে পারেন ","positive"
"বাজেটের কথা মাথায় রেখে বাজারে এলো রেডমি ফোন যার অসাধারণ নকশা আর চমৎকার ফিচার দেখে যেকেউ পছন্দ করবেই ","positive"
"যেমনটা চেয়েছিলাম, গ্রাফিক্স কার্ড আসলে তত উন্নত মানেরও না অথচ বিজ্ঞাপনে কত কিছু দেখায়। ","negative"
"নিজের বাছাই করে ভালো এলইডি মনিটরের ল্যাপটপ কিনলাম তাও দেখি পর্দার লিখাগুলো কেমন যেন ঝাপসা ঝাপসা লাগে  ","negative"
"কপাল খারাপ,অনেক উন্নতমানের ডেস্কটপ বানালাম দাম বেশি দিয়ে কিন্তু ৬মাসের মধ্যেই বিভিন্ন যন্ত্রাংশের ক্ষয় শুরু হয়ে গিয়েছে ","negative"
"এসে গেলো সেলফি প্রেমীদের  জন্য অত্যাধুনিক মানসমম্পন্ন সামনের ক্যামেরা নিয়ে বাজারের সেরা ফোন অপ্পো ","positive"
"দামের কথা যারা ভাবেন না,তাদের জন্যই এই বিলাসী ল্যাপটপ ম্যাকবুক ","positive"
"আমি খুব ভাগ্যবান যে সময়মত পণ্যটি হাতে পেয়েছি আর যেমনটা চেয়েছিলাম ঠিক তেমনি আছে ","positive"
"চাইলাম সাদা রংয়ের হেডফোন আর দিলো লাল! এটা সত্যিই দুঃখজনক ","negative"
