"Text","Reason","Label","Source of Data","Date"
"সাদা মেঘের ঝাপটায় দাড়ানো দায়।ভোর সকালে মেঘের সাথে সূর্যের লুকচুরি আহা কি প্রশান্তি","","positive","FP","08/11/2020"
"সকালে মেঘের ঘোমটা থেকে মুখ বের করা কাঞ্চনজঙ্ঘার রুপ দেখেছিলাম, সেদিন, হ্যা সেদিনই প্রথম মনে হয়েছিল, সেই সদ্য কৈশোরের সেই আবেগ, সেই ভালোলাগা, সেই হাসি আর তার দেয়া সেই গোলাপের রঙ কিছুটা হলেও আমার কাছে এই দার্জিলিং আর কাঞ্চনজঙ্ঘার সাথে তুল্য!","","positive","FP","08/11/2020"
"আমার কৈশোরের ফিকে হয়ে যাওয়া সেই আবেগ, সেই ভালোলাগা গুলো ধীরে ধীরে আমি খুঁজে পেয়েছি দার্জিলিং আর কাঞ্চনজঙ্ঘার কাছে!","","positive","FP","08/11/2020"
"দার্জিলিং আমার কৈশোরের সেই আবেগকে ফিরিয়ে দিয়েছে আর কাঞ্চনজঙ্ঘা ফিরিয়ে দিয়েছে তার মুগ্ধতা ছড়ানো প্রান আনচান করে তোলা সেই হাসি!","","positive","FP","08/11/2020"
"দার্জিলিং ও কাঞ্চনজঙ্ঘা, আমার কৈশোরের প্রেয়সী ও তার সেই হাসি!","","positive","FP","08/11/2020"
"রক গার্ডেন অসম্ভব সুন্দর একটা যায়গা। ","","positive","FP","08/11/2020"
"ছবির মত সুন্দর শহর দার্জিলিং। ","","positive","FP","08/11/2020"
"রিসোর্টে গিয়ে সুন্দরী মাছ দিয়ে দুপুরের খাবার সেরে ফেলে আবার একপ্রস্থ ঘুমের আয়োজন করে ফেললাম। রিসোর্টটা যথেষ্ট সুন্দর, সবার ব্যাবহার, আপ্যায়ন সব মিলিয়ে আপন আপন।","","positive","FP","08/11/2020"
"চাদেঁর আলোতে সাঙ্গু নদী,  পাহাড় আর পাথরের ভিউ ছিল সত্যিই অসাধারণ।","","positive","FP","08/11/2020"
"নিকোলাস পাড়া তে বিকালে পাহাড় এর ভিউ টা সেরা ছিল।","","positive","FP","08/11/2020"
"বাংলাদেশ টা যে কত্তো সুন্দর সেটা বান্দরবান না গেলে বুঝা সম্ভব না।","","positive","FP","08/11/2020"
"এত সুন্দর সৃষ্টি দেখার সুযোগ করে দেয়ার জন্য সৃষ্টিকর্তা কে অসংখ্য ধন্যবাদ।","","positive","FP","08/11/2020"
"প্রথমে গেলাম আরু ভ্যালি, খুবই চমৎকার ও নৈসর্গিক একটি স্থান। ","","positive","FP","08/11/2020"
"পাইন গাছের সারি, নদীতে বরফগলার স্বচ্ছ পানির প্রবাহ, ভেড়ার পালের বিচরণ এক অন্য আবেশ সৃষ্টি করছে।","","positive","FP","08/11/2020"
"বিকেলের গোধূলির কিরণ ঐ দূরের পাহাড়ের চূড়ায় বরফের মিনারে স্বর্ণালি বিকিরণ ছড়াচ্ছে। যা দেখতে ভয়ংকর সুন্দর লাগছে। ","","positive","FP","08/11/2020"
"জায়গাটা এত বেশি সুন্দর যে, আপনি স্বপ্নেও কল্পনা করতে পারবেন না।","","positive","FP","08/11/2020"
" চারিদিকে বাইন ও দেবদারু গাছের সারি আর তার পিছনে সুইচ্চ পাহাড়ের চূড়ায় বরফের আস্তরণ কি যে এক মায়াবী পরিবেশ সৃষ্টি করেছে","","positive","FP","08/11/2020"
"জায়গাটি এত বেশি ভালো লেগেছিল যে, প্রায় ৩ ঘন্টা বাইসারান ভ্যালিতে সৌন্দর্য উপভোগ করেছি।","","positive","FP","08/11/2020"
" অবাক পৃথিবী তাকিয়ে রয়েছে বিষ্ময়ে। কি অপরূপভাবে প্রকৃতি তার নিজেকে সাজিয়েছে।","","positive","FP","08/11/2020"
"চারিদিকে বরফ আর বরফ, সাথে দেবদারু গাছের মিতালী। আর কি লাগে আপনার মনকে আন্দোলিত করার জন্য","","positive","FP","08/11/2020"
"ঠিক যেনো মস্ত একটা সাপ আমাদের পিঠে নিয়ে একেবেকে ছুটে চলছে আর ৩৬০ ডিগ্রীতে আমরা চারপাশের প্রকৃতির পেছন দিকে ছুটে যাওয়া উপভোগ করছি।  ","","positive","FP","08/11/2020"
"গতবছর ট্রেনের ছাদে চড়ার অভিজ্ঞতা হয়েছে। সত্যিই রোমাঞ্চকর ❤ ","","positive","FC","08/11/2020"
